ID_x	ENG 1	ENG 2	PoS_x	CMN 1	CMN 2	SPA 1	SPA 2	NL 1	NL 2	DE 1	DE 2	CMN	ENG	SPA	scores	NL	DE	ENG 1_Associations	ENG 1_Association_Freqs	ENG 2_Associations	ENG 2_Association_Freqs	CMN 1_Associations	CMN 1_Association_Freqs	CMN 2_Associations	CMN 2_Association_Freqs	DE 1_Associations	DE 1_Association_Freqs	DE 2_Associations	DE 2_Association_Freqs	NL 1_Associations	NL 1_Association_Freqs	NL 2_Associations	NL 2_Association_Freqs	SPA 1_Associations	SPA 1_Association_Freqs	SPA 2_Associations	SPA 2_Association_Freqs
575	tobacco	cigarette	nouns	烟草	香烟	tabaco	cigarrillo	tabak	sigaret	Tabak	Zigarette	4.818181818181818	2.1538461538461537	3.6	3.375699300699301	4.66666666666667	3.6	smoke; cigarette; cancer; cigar; pipe; plant; chewing; leaf; smell; gross; nicotine; unhealthy; addiction; bad; craving; habit	70; 43; 12; 12; 11; 9; 8; 8; 6; 5; 4; 4; 3; 3; 3; 3	smoke; cancer; butt; cigar; death; tobacco; bad; lungs; fag; lighter; smell; gross; smelly; unhealthy; burn; health; nicotine; advertised	71; 28; 13; 9; 8; 7; 6; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 2	香烟; 抽烟; 吸烟; 公司; 有害; 烟雾; 肺癌; 有害健康; 健康; 尼古丁; 烟丝	12; 10; 9; 7; 7; 5; 5; 4; 3; 3; 3	烟雾; 有害; 打火机; 抽烟; 肺癌; 烟盒; 万宝路; 吸烟; 尼古丁; 有害健康; 男人; 二手烟; 健康; 呛人; 女士; 戒烟; 手指	10; 7; 5; 5; 5; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2; 2; 2	Zigarette; rauchen; Rauchen; ungesund; Pfeife; Rauch; Nikotin; Pflanze; Krebs; Lungenkrebs; Sucht	22; 22; 16; 7; 6; 6; 5; 5; 4; 3; 3	Rauch; rauchen; ungesund; Gestank; Sucht; Nikotin; Rauchen; Krebs; Tabak; Qualm; Genuss; Gift	15; 13; 11; 10; 7; 6; 6; 5; 5; 4; 3; 3	sigaret; roken; stank; sigaar; ongezond; pijp; rook; sigaretten; vies; kanker; asbak; slecht; bruin; duur; longen; plant; filter	42; 41; 18; 17; 16; 16; 15; 14; 9; 7; 6; 6; 5; 5; 5; 4; 3	rook; ongezond; roken; stank; kanker; tabak; verslaving; vies; slecht; aansteker; stinken; vuur; duur; asbak; longkanker; peuk; sigaar; stinkt; as	36; 34; 22; 18; 14; 11; 9; 9; 8; 7; 7; 7; 6; 5; 5; 5; 5; 5; 3	cigarro; humo; cáncer; cigarrillo; fumar; muerte; pucho; pipa; vicio; enfermedad; olor; armar; asco	25; 13; 12; 10; 7; 7; 7; 5; 4; 3; 3; 2; 2	humo; fumar; cáncer; tabaco; vicio; enfermedad; cigarro; malo; adicción; olor; pucho; pulmón; tóxico; fuego; nicotina; droga	24; 14; 12; 9; 9; 8; 7; 6; 5; 5; 5; 5; 5; 4; 4; 3
592	appointment	engagement	nouns	约定	订婚	cita	compromiso	afspraak	verloving	Vereinbarung	Verabredung	2.1818181818181817	3.3846153846153846	4.0	1.5555361305361302	1.82142857142857	3.7384615386	doctor; time; date; meeting; dentist; late; schedule; calendar; book; office; punctuality; interview; obligation; waiting	48; 32; 19; 18; 16; 11; 11; 8; 6; 6; 5; 4; 3; 3	ring; wedding; marriage; meeting; party; appointment; date; fiancé; event; married; plans; fiancee; busy; couple; diamond; love	45; 40; 30; 12; 11; 9; 8; 7; 6; 6; 5; 4; 3; 3; 3; 3	约会; 爱情; 遵守; 俗成; 契约; 朋友; 约束; 准时; 承诺; 誓言; 迟到; 决定; 吃到; 时间	11; 7; 7; 5; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3	戒指; 结婚; 婚礼; 仪式; 婚姻; 幸福; 爱情; 酒席; 鲜花	28; 20; 12; 4; 4; 4; 3; 3; 3	Vertrag; Abmachung; Termin; Handschlag; Unterschrift; Absprache; einhalten; Übereinkunft; Abkommen; Deal; Einverständnis	28; 22; 7; 6; 5; 3; 3; 3; 2; 2; 2	Date; Treffen; Termin; Freunde; Liebe; Essen; Freude; Freundschaft; Meeting; Absprache; Freund	25; 19; 9; 7; 5; 4; 4; 3; 3; 2; 2	date; dokter; tijd; agenda; nakomen; overeenkomst; uur; tandarts; maken; rendez-vous; vriend; belofte; op tijd; spannend; vergeten; klok; leuk; liefde; naleven; ontmoeting	30; 18; 14; 13; 13; 12; 9; 8; 7; 6; 6; 4; 4; 4; 4; 3; 3; 3; 3; 3	ring; trouwen; liefde; feest; huwelijk; belofte; koppel; ouderwets; verliefd; vrouw; engagement; man; geluk; gelukkig; romantiek; samen zijn; trouwring; aanzoek	52; 46; 20; 19; 17; 8; 7; 7; 7; 6; 5; 5; 3; 3; 3; 3; 3; 2	encuentro; amor; pareja; nervios; reunión; romance; salida; trabajo; cena; horario; mujer; romántico; velas; a ciegas; bibliografía; café; corazones	24; 10; 8; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2	responsabilidad; casamiento; anillo; matrimonio; promesa; obligación; pareja; palabra; trabajo; amor; contrato; deber; pacto; relación; seriedad; agenda	18; 12; 11; 8; 7; 6; 6; 5; 5; 3; 3; 3; 3; 3; 3; 2
603	pact	agreement	nouns	契约	协议	pacto	acuerdo	pact	overeenkomst	Vertrag	Vereinbarung	4.636363636363637	5.0	5.3	4.913636363636364	6.48275862068965	4.4769230772	agreement; promise; treaty; contract; peace; deal; friends; blood; secret; agree; alliance; oath; suicide; vow; war; bond; friendship	53; 30; 19; 9; 9; 8; 7; 6; 5; 4; 4; 4; 4; 4; 4; 3; 3	contract; yes; handshake; accord; disagreement; pact; treaty; deal; nod; understanding; business; concur; decision; smile; compromise; consensus; okay; peace; verbal; agree	29; 17; 15; 8; 8; 7; 7; 6; 6; 6; 5; 5; 5; 5; 4; 4; 4; 4; 4; 3	合同; 约定; 合约; 社会; 精神; 平等; 恶魔; 诚信; 魔法少女; 中二; 中二病; 主仆; 关系	17; 14; 4; 4; 4; 3; 3; 3; 3; 2; 2; 2; 2	合同; 离婚; 签订; 和平; 妥协; 签字; 达成; 书; 会议; 保密; 保障; 协商; 双方; 合作	18; 6; 6; 4; 3; 3; 3; 2; 2; 2; 2; 2; 2; 2	Arbeit; Recht; Unterschrift; Bindung; Geld; Abschluss; Abmachung; Arbeitsvertrag; Ehevertrag; Handel; Handy; Miete; Mietvertrag; Notar; Schriftstück; bindend; unterschreiben	7; 7; 6; 5; 5; 4; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3	Vertrag; Abmachung; Termin; Handschlag; Unterschrift; Absprache; einhalten; Übereinkunft; Abkommen; Deal; Einverständnis	28; 22; 7; 6; 5; 3; 3; 3; 2; 2; 2	overeenkomst; vrede; afspraak; verbond; verdrag; deal; akkoord; sluiten; contract; duivel; landen; politiek; oorlog; bindend; bondje; groep	55; 19; 18; 18; 16; 12; 10; 6; 5; 5; 5; 5; 4; 3; 3; 3	contract; akkoord; afspraak; gelijkenis; deal; gelijk; verdrag; compromis; tweeling; hetzelfde; handtekening; idem; naleven; notaris; verkoop; vrienden; zelfde; aankoop; advocaat; associatie	41; 23; 21; 20; 10; 8; 8; 5; 5; 4; 3; 3; 3; 3; 3; 3; 3; 2; 2; 2	acuerdo; trato; contrato; unión; arreglo; promesa; confianza; lealtad; amigos; amistad; paz	19; 17; 12; 8; 6; 6; 5; 5; 4; 4; 4	trato; contrato; pacto; arreglo; manos; compromiso; concordato; convenio; desacuerdo; paz; concordancia; conformidad; consenso; homologación	19; 12; 10; 8; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3
619	cloud	fog	nouns	云	雾	nube	niebla	wolk	mist	Wolke	Nebel	2.5454545454545454	2.8461538461538463	2.3	2.390967365967366	3.6	3.369230769	sky; rain; white; fluffy; blue; fog; sun; computing; water; air; Nimbus; puffy; shapes; mist; dark; grey; internet	47; 35; 26; 19; 8; 7; 7; 6; 6; 5; 5; 5; 5; 4; 3; 3; 3	mist; cloud; London; cold; dense; horn; frog; morning; rain; smoke; thick; wet; white; dark; driving; gray; grey; haze; pea; scary	32; 25; 13; 11; 7; 7; 6; 6; 6; 6; 6; 6; 6; 5; 4; 4; 4; 4; 4; 4	天空; 白色; 云朵; 白; 雨; 下雨; 天; 白云; 风; 云彩; 朵	12; 11; 8; 6; 6; 5; 5; 5; 4; 3; 3	雾霾; 霾; 雨; 大雾; 天气; 朦胧; 伦敦; 北京; 污染; 雾气; 风	15; 11; 6; 5; 4; 4; 3; 3; 3; 3; 3	Himmel; Regen; weiß; WEISS; blau; Sonne; weich; Wetter; flauschig	36; 20; 9; 7; 6; 4; 4; 3; 3	Dunst; Herbst; Sicht; Wetter; herbst; Winter; Wolken; grau; kalt; Regen; dunkel; feucht; Auto; Kalt	11; 9; 5; 5; 5; 4; 4; 4; 4; 3; 3; 3; 2; 2	regen; wit; lucht; blauw; hemel; zon; vliegtuig; droom; weer; onweer; zacht; licht; vliegen; wind; grijs; melk; mooi	60; 36; 33; 15; 15; 15; 7; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3	nevel; gevaarlijk; winter; koud; gevaar; grijs; weer; nat; wolken; auto; slecht weer; donker; herfst; smog; vochtig; zicht; wit; duister; mistlampen; onzichtbaar	36; 13; 13; 12; 11; 10; 10; 9; 9; 7; 7; 6; 6; 6; 6; 5; 4; 3; 3; 3	lluvia; cielo; blanca; sol; algodón; tormenta; agua; gris; nublado; cumulus; nuboso	34; 33; 16; 10; 7; 6; 5; 5; 5; 3; 3	nube; neblina; humedad; frío; gris; visión; humo; invierno; lluvia; noche; oscuro; visibilidad; blanca	16; 14; 12; 6; 6; 6; 5; 4; 4; 4; 4; 4; 3
620	river	stream	nouns	河	溪流	río	corriente	rivier	stroom	Fluss	Strom	3.5454545454545454	3.615384615384616	2.2	2.877797202797202	3.48275862068966	4.2461538462	water; flow; stream; lake; creek; bank; boat; fish; meander; Mississippi; blue; current; ocean; Phoenix; rocks; runs; song; wet; Amazon; bed	48; 32; 24; 10; 8; 6; 6; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4; 4; 3; 3	river; water; brook; flow; consciousness; creek; fish; steam; thoughts; video; bubble; computer; pee; pond	52; 46; 15; 15; 13; 11; 7; 4; 4; 4; 3; 3; 3; 3	水; 海; 黄河; 河流; 河水; 鱼; 江; 小溪; 山; 川	16; 12; 11; 9; 6; 6; 5; 4; 3; 3	水; 清澈; 小溪; 小河; 河流; 森林; 流水; 潺潺; 山; 山谷; 流淌; 石头; 大江; 大海	11; 10; 9; 8; 6; 5; 5; 4; 3; 3; 3; 3; 2; 2	Wasser; Strom; Bach; Ufer; fließen; Rhein; Bewegung; Meer; See; Brücke; Donau; Elbe	31; 11; 9; 8; 6; 5; 3; 3; 3; 2; 2; 2	Elektrizität; Fluss; Licht; Energie; Steckdose; Kabel; Blitz; Elektrik; Wasser	22; 11; 11; 9; 9; 6; 5; 3; 3	water; stroom; boot; schelde; vissen; stroming; maas; natuur; vis; bedding; beek; kabbelen; leven; varen; zee; kolkend; koud	72; 28; 15; 8; 8; 7; 6; 6; 5; 4; 4; 4; 4; 4; 4; 3; 3	water; rivier; elektriciteit; electriciteit; licht; schelde; panne; volt; energie; groen; waterloop; ampere; beweging; stekker; versnelling; zee	48; 37; 32; 29; 9; 8; 6; 5; 4; 4; 4; 3; 3; 3; 3; 3	agua; mar; peces; arroyo; cauce; caudal; azul; corriente; plata; afluente; corre; dulce; paz; playa	41; 11; 8; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	agua; río; común; electricidad; eléctrica; alterna; luz; fluir; flujo; movimiento; normal; vulgar	24; 23; 18; 18; 12; 5; 4; 3; 3; 3; 3; 3
633	attention	interest	nouns	注意	兴趣	atención	interés	aandacht	interesse	Aufmerksamkeit	Interesse	0.2727272727272727	2.923076923076923	3.8	2.650407925407926	4.37931034482759	4.6153846152	pay; focus; span; deficit; give; listen; school; add; alert; army; disorder; look; notice; stand; whore; child; class; concentrate; eyes; grab	19; 15; 15; 13; 6; 6; 5; 4; 4; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3	money; like; hobby; curiosity; rate; study; passion; attention; bank; book; desire; engage; interesting; subject; compound; fascination; gain; group; percent; care	20; 17; 15; 10; 8; 6; 5; 4; 4; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 2	安全; 小心; 注意力; 提醒; 危险; 事项; 仔细; 听讲; 影响	18; 14; 7; 5; 4; 3; 2; 2; 2	爱好; 广泛; 乐趣; 开心; 有趣; 坚持; 快乐; 特长; 看书; 音乐; 休闲	27; 9; 4; 4; 4; 3; 3; 3; 3; 3; 2	Konzentration; Defizit; ADHS; Schule; zuhören; schenken; Interesse; Müdigkeit; Zuwendung; aufpassen; wach; Achtsamkeit	15; 7; 6; 5; 5; 4; 3; 3; 3; 3; 3; 2	Hobby; Neugier; Musik; Neigung; Sport; Begeisterung; Freude; Leidenschaft; Spaß; interessant; Faszination	20; 11; 4; 4; 4; 3; 3; 3; 3; 3; 2	concentratie; luisteren; attentie; opletten; belangstelling; belangrijk; liefde; school; geconcentreerd; interessant; interesse; kijken; kinderen; focus; alert; geven; les; lezen; stil; vragen	28; 19; 18; 16; 7; 6; 6; 6; 5; 5; 5; 5; 5; 4; 3; 3; 3; 3; 3; 3	hobby; belangstelling; aandacht; boeiend; leuk; nieuwsgierig; boek; lezen; luisteren; interessant; keuze; muziek; veel; weten; kennis; passie; sport; studeren; vrienden; vrije tijd	30; 15; 12; 12; 12; 12; 9; 6; 6; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3; 3	concentración; cuidado; prestar; alerta; foco; mirar; atender; interés; ojo; alarma; estudiar; importante; inteligencia	11; 8; 8; 7; 5; 5; 4; 4; 4; 3; 3; 3; 3	atención; curiosidad; gusto; dinero; ganas; motivación; querer; deseo; afición; cuotas; finanzas; general	13; 8; 8; 5; 5; 4; 4; 3; 2; 2; 2; 2
654	area	region	nouns	地区	区域	zona	región	gebied	regio	Gegend	Region	5.181818181818182	5.076923076923077	3.9	4.403379953379954	7.39285714285714	4.9384615386	space; square; place; math; region; location; field; land; locale; around; code; length; neighborhood; room; rug; size; yard; 51; acre; arena	26; 15; 14; 9; 9; 8; 6; 5; 5; 4; 4; 4; 4; 4; 4; 4; 4; 3; 3; 3	area; country; place; state; geography; county; map; location; zone; land; part; nation; religion; territory; border; culture; locality	64; 22; 22; 12; 11; 7; 7; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3	北京; 国家; 上海; 区域; 地域; 城市; 地图; 地方; 江浙沪; 中国; 争议; 分布	6; 6; 5; 5; 4; 4; 3; 3; 3; 2; 2; 2	地区; 范围; 划分; 地方; 发展; 地域; 经济; 地图; 规划	14; 7; 5; 5; 4; 4; 4; 3; 3	Ort; Umgebung; Natur; Heimat; Landschaft; schön; Gebiet; Areal; Raum; Region; Wald	11; 8; 7; 6; 6; 5; 4; 3; 3; 3; 3	Gebiet; Land; Gegend; Heimat; Baden-Württemberg; Landschaft; Bereich; Dialekt; Ort; Landstrich; Umgebung; regional	14; 11; 10; 7; 6; 6; 4; 4; 4; 3; 3; 3	streek; regio; land; natuur; aardrijkskunde; plaats; zone; afgebakend; terrein; domein; area; omgeving; oppervlakte; ruimte; eigendom; grens; oorlog; bos; deel; landelijk	31; 28; 17; 13; 10; 10; 10; 7; 7; 6; 5; 5; 5; 5; 4; 4; 4; 3; 3; 3	streek; omgeving; gebied; vlaanderen; gemeente; plaats; provincie; stad; regionaal; antwerpen; land; brussel; buurt; krant; aardrijkskunde; gewest; politiek	54; 20; 19; 13; 8; 8; 8; 8; 7; 6; 6; 5; 5; 4; 3; 3; 3	lugar; barrio; espacio; roja; área; límite; confort; franca; libre; territorio; América; cerca	29; 12; 11; 11; 11; 5; 3; 3; 3; 3; 2; 2	zona; lugar; país; geografía; territorio; ubicación; departamento; espacio; mapa; continentes; parte; área	29; 23; 15; 6; 5; 5; 4; 4; 4; 3; 3; 3
656	communication	language	nouns	交流	语言	comunicación	idioma	communicatie	taal	Verständigung	Sprache	0.6363636363636364	2.076923076923077	1.9	1.9564102564102563	4.75862068965517	3.4615384614	talk; speak; speech; internet; phone; telephone; words; language; listen; write; conversation; media; studies; computer; contact; email; information; interaction; network; people	47; 21; 12; 9; 8; 8; 8; 7; 7; 7; 5; 5; 4; 3; 3; 3; 3; 3; 3; 3	English; speak; words; communication; French; Spanish; speech; communicate; talk; tongue; culture; dialect; foreign; German; learn; study; vocabulary; grammar	28; 25; 21; 17; 13; 10; 10; 8; 7; 7; 6; 6; 6; 5; 5; 5; 5; 4	沟通; 说话; 障碍; 交谈; 语言; 对话; 交换; 困难; 文化; 聊天; 谈话; 人; 出国	16; 9; 8; 5; 5; 4; 3; 3; 3; 3; 3; 2; 2	英语; 汉语; 中文; 学习; 外语; 文字; 说话; 交流; 方言; 沟通; 文化; 日语; 表达	14; 10; 8; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3	Kommunikation; Sprache; Kompromiss; reden; Diplomatie; Einigung; Frieden; Konsens; Kultur; Reden	31; 12; 4; 3; 2; 2; 2; 2; 2; 2	Deutsch; deutsch; Kommunikation; Linguistik; lernen; Englisch; Fremdsprache; Muttersprache; Wörter; reden; Grammatik; Mund; Spanisch	14; 10; 7; 7; 7; 5; 4; 4; 4; 4; 3; 3; 3	praten; telefoon; spreken; taal; internet; gesprek; media; gsm; belangrijk; computer; mensen; non-verbaal; overleg; contact; luisteren; middel; pc; schrijven; verbaal; wetenschap	30; 28; 20; 14; 9; 8; 8; 7; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4	nederlands; spreken; communicatie; frans; engels; woord; praten; boek; schrijven; dialect; leren; communicatiemiddel; land; leuk; moedertaal; moeilijk; spelling; uitdrukken; verstaan; belangrijk	34; 23; 20; 18; 11; 11; 7; 6; 6; 5; 5; 4; 4; 4; 4; 4; 4; 4; 4; 3	hablar; dialogo; lenguaje; palabra; radio; teléfono; conversación; decir; información; interacción; intercambio; mensaje; verbal; facultad; personas; amor; charla	18; 10; 8; 6; 6; 5; 4; 4; 4; 4; 4; 4; 4; 3; 3; 2; 2	inglés; lengua; español; hablar; comunicación; lenguaje; cultura; italiano; aprender	25; 22; 19; 13; 12; 11; 7; 6; 4
726	belief	opinion	nouns	信念	意见	creencia	opinión	geloof	mening	Glaube	Meinung	0.4545454545454545	3.923076923076923	2.9	2.6148018648018643	3.17241379310345	3.0461538462	religion; God; faith; system; thought; knowledge; trust; truth; conviction; dogma; idea; values; feeling; hope; thoughts; true; understanding; atheist; believe	39; 33; 28; 10; 8; 6; 6; 6; 4; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2	thought; idea; belief; fact; argument; mine; bias; onion; newspaper; personal; thoughts; matter; mind; view; editorial; everyone; paper; perspective; politics; state	20; 16; 8; 8; 7; 7; 6; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3	坚持; 坚定; 信仰; 理想; 想法; 成功; 佛教; 信心; 初心	17; 15; 9; 4; 3; 3; 2; 2; 2	建议; 提出; 不合; 不同; 分歧; 反馈; 领袖; 争吵; 反对	24; 7; 3; 3; 3; 3; 3; 2; 2	Gott; Kirche; Religion; Hoffnung; Liebe; beten; Beten; Ethik; Extremismus	28; 22; 20; 13; 6; 4; 2; 2; 2	Diskussion; Ansicht; Idee; haben; Politik; Standpunkt; Streit; eigene; meine; Meinungsfreiheit; bilden; eigen; subjektiv; vertreten; Bildung; Debatte	9; 5; 5; 5; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2	kerk; god; godsdienst; religie; katholiek; hoop; houvast; vertrouwen; islam; pastoor; bijbel; bidden; christendom; mensen; mis	46; 39; 16; 15; 14; 8; 6; 6; 5; 5; 4; 3; 3; 3; 3	opinie; gedacht; idee; persoonlijk; eigen; discussie; politiek; uiten; krant; oordeel; overtuiging; visie; vrijheid; eerlijk; geven; opkomen; belangrijk; gedachten; geen; luisteren	29; 17; 14; 14; 9; 8; 8; 7; 6; 6; 6; 5; 5; 4; 4; 4; 3; 3; 3; 3	religión; fe; dios; convicción; pensamiento; ideología; mito; religiosa; creer	36; 25; 14; 4; 4; 3; 3; 3; 2	idea; pensamiento; personal; expresión; pensar; decir; palabras; visión; cambio; criterio; dar; debate; dialogo	16; 10; 5; 4; 4; 3; 3; 3; 2; 2; 2; 2; 2
806	way	manner	nouns	方法	方式	camino	manera	wijze	manier	Weise	Art	4.2727272727272725	3.230769230769231	1.7	3.4631701631701635	7.06666666666667	3.5538461538	path; road; method; out; route; street; direction; no; to go; far; Tao; too; back; down; forward; go; home; one; right; ward	32; 24; 14; 13; 13; 10; 9; 8; 8; 4; 4; 4; 3; 3; 3; 3; 3; 3; 3; 3	way; polite; table; good; etiquette; style; house; mannerism; behavior; habit; mansion; bad; means; nice; personality; please; speech; affectation; appropriate	36; 26; 10; 9; 8; 8; 6; 6; 5; 5; 5; 4; 4; 4; 4; 4; 4; 3; 3	办法; 方式; 解决; 方法论; 正确; 法子; 聪明; 解题; 途径; 问题; 使用; 做事; 做法	14; 10; 9; 3; 3; 3; 3; 3; 3; 3; 2; 2; 2	方法; 方程式; 途径; 手段; 做法; 沟通; 生活; 解决; 错误	29; 5; 5; 4; 3; 3; 3; 3; 3	Art; alt; klug; Alt; Lied; schlau; Art und Weise; erfahren; Alter	25; 14; 8; 5; 5; 5; 4; 4; 3	Kunst; Weise; Gattung; Rasse; Tier; Spezies; Tiere; Typ; Wesen; Biologie	26; 25; 8; 7; 6; 4; 4; 4; 4; 2	manier; slim; oud; geleerde; zo; hoe; aard; methode; oosten; verstandig; baard; doen; geleerd; man; woorden	75; 31; 10; 9; 7; 6; 5; 5; 5; 5; 4; 3; 3; 3; 3	wijze; methode; doen; mogelijkheid; gedrag; hoe; beleefd; zo; goede; werkwijze; gewoonte; beleefdheid; middel; oplossing; denken; fatsoen; houding; opvoeding	70; 14; 12; 11; 10; 10; 8; 8; 6; 6; 5; 4; 4; 4; 3; 3; 3; 3	ruta; sendero; largo; tierra; vida; calle; destino; árboles; senda; trayecto; andar; caminante; lugar; paseo; piedra; viaje	21; 14; 12; 9; 8; 5; 5; 5; 4; 4; 3; 3; 3; 3; 3; 3	forma; modo; hacer; así; marea; mi; amanerado; costumbre; modales	48; 15; 8; 4; 4; 3; 2; 2; 2
821	world	globe	nouns	世界	地球	mundo	globo	wereld	wereldbol	Welt	Globus	2.1818181818181817	4.0	3.0	3.889393939393939	4.41379310344828	4.3846153848	earth; globe; wide; peace; planet; war; country; view; map; people; round; small; all; global; travel; universe; huge; large; oceans	39; 37; 16; 12; 12; 11; 8; 8; 7; 7; 6; 6; 5; 5; 5; 5; 4; 4; 4	world; earth; round; map; sphere; Trotter; ball; blue; orb; travel; country; light; mail	50; 41; 29; 21; 11; 11; 10; 6; 6; 6; 4; 4; 4	地球; 和平; 大; 宇宙; 广阔; 很大; 战争; 国家; 世界观	18; 6; 6; 5; 4; 4; 4; 3; 2	蓝色; 太阳; 宇宙; 月亮; 月球; 保护; 污染; 自转; 圆; 圆形; 地球仪; 外星人; 家园; 星球	13; 10; 10; 7; 5; 4; 4; 4; 3; 3; 3; 3; 3; 3	Erde; Globus; Kugel; Kontinente; Menschen; Planet; global; rund; All; Meere; Mond; Universum; erde; Alles; Bild; Blau; Globalisierung	16; 14; 7; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2; 2; 2	Welt; Erde; rund; Weltkugel; Kugel; Geographie; Rund; reisen; Atlas; Erdkugel; Geografie; Kontinente	21; 16; 10; 7; 5; 4; 4; 4; 3; 3; 3; 3	aarde; bol; water; groot; landen; oorlog; reizen; mensen; rond; aardbol; wereldbol; bevolking; globe; blauw; heelal; planeet; werelddelen; armoede; atlas; continenten	29; 27; 14; 11; 10; 10; 9; 8; 8; 7; 7; 5; 5; 4; 4; 4; 4; 3; 3; 3	aarde; rond; blauw; globe; reizen; aardrijkskunde; water; landen; zee; atlas; heelal; planeet; draaien; groot; licht; school	42; 31; 25; 17; 16; 10; 9; 8; 8; 7; 6; 6; 5; 5; 5; 4	planeta; tierra; todo; universo; vida; países; redondo; agua; gente; globo; grande; humanidad; lindo	24; 19; 7; 6; 6; 4; 4; 3; 3; 3; 3; 3; 3	cumpleaños; aire; rojo; fiesta; niños; volar; helio; inflado; inflar; redondo; aerostático; flotar; terráqueo; cielo	27; 19; 12; 8; 7; 6; 5; 5; 5; 5; 4; 4; 4; 3
824	belief	impression	nouns	信念	印象	creencia	impresión	geloof	indruk	Glaube	Eindruck	0.2727272727272727	2.3076923076923075	2.4	1.5362470862470865	1.41379310344828	2.4923076924	religion; God; faith; system; thought; knowledge; trust; truth; conviction; dogma; idea; values; feeling; hope; thoughts; true; understanding; atheist; believe	39; 33; 28; 10; 8; 6; 6; 6; 4; 4; 4; 4; 3; 3; 3; 3; 3; 2; 2	first; good; art; feeling; idea; painting; dent; lasting; bad; thought; imprint; depression; press; print; view; emotion; face; false; image; stamp	31; 15; 11; 11; 10; 9; 7; 7; 6; 6; 5; 4; 4; 4; 4; 3; 3; 3; 3; 3	坚持; 坚定; 信仰; 理想; 想法; 成功; 佛教; 信心; 初心	17; 15; 9; 4; 3; 3; 2; 2; 2	笔记; 印象派; 好; 模糊; 深刻; 记忆; 不好; 差; 派; 第一; 西湖	8; 4; 4; 4; 4; 4; 3; 3; 3; 3; 3	Gott; Kirche; Religion; Hoffnung; Liebe; beten; Beten; Ethik; Extremismus	28; 22; 20; 13; 6; 4; 2; 2; 2	Impression; Gefühl; Meinung; erster; hinterlassen; Bild; negativ; Wahrnehmung; eindrücken; positiv; Ausdruck; Aussehen; Erster	8; 7; 6; 6; 5; 4; 4; 3; 3; 3; 2; 2; 2	kerk; god; godsdienst; religie; katholiek; hoop; houvast; vertrouwen; islam; pastoor; bijbel; bidden; christendom; mensen; mis	46; 39; 16; 15; 14; 8; 6; 6; 5; 5; 4; 3; 3; 3; 3	impressie; eerste; idee; goed; gevoel; gedachte; beeld; mening; slechte; afdruk; belangrijk; positief; gedacht; opinie; spoor; blijvend; emotie; gezicht; negatief; stempel	29; 24; 16; 14; 12; 8; 6; 6; 6; 5; 5; 5; 4; 4; 4; 3; 3; 3; 3; 3	religión; fe; dios; convicción; pensamiento; ideología; mito; religiosa; creer	36; 25; 14; 4; 4; 3; 3; 3; 2	sensación; impresora; susto; primera; buena; foto; impacto; papel; tinta; hoja; imagen; dolor; fotocopia; marca	11; 8; 7; 6; 5; 5; 5; 5; 5; 4; 4; 3; 3; 3
